as_of_date,sku,product_name,category,warehouse,supplier,forecast_horizon_days,point_forecast_units,forecast_low_units,forecast_high_units,available_inventory,inbound_quantity_90d,inventory_position,expected_lead_time_days_p75,reorder_date,recommended_quantity,estimated_purchase_cost,priority_or_risk_classification,reason_code,projected_stockout_date,container_slot,assumptions,human_approval_status
30/06/2026,BRA-0001,Category 2 Model 001,Category 2,Warehouse A,SUP-008,30,27.185,19.6845,34.6854,0,662,662,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0040,Category 4 Model 040,Category 4,Warehouse B,SUP-006,90,54.4853,39.7501,69.2205,139,0,139,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0040,Category 4 Model 040,Category 4,Warehouse C,SUP-006,30,6.4478,4.6688,8.2268,62,0,62,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0040,Category 4 Model 040,Category 4,Warehouse C,SUP-006,60,12.8764,9.3781,16.3748,62,0,62,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0040,Category 4 Model 040,Category 4,Warehouse C,SUP-006,90,19.3108,14.0883,24.5333,62,0,62,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0041,Category 3 Model 041,Category 3,Warehouse A,SUP-013,30,17.5748,12.7259,22.4238,449,96,545,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0041,Category 3 Model 041,Category 3,Warehouse A,SUP-013,60,35.1007,25.5644,44.6371,449,96,545,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0041,Category 3 Model 041,Category 3,Warehouse A,SUP-013,90,52.6094,38.3815,66.8372,449,96,545,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0041,Category 3 Model 041,Category 3,Warehouse B,SUP-013,30,15.1002,10.934,19.2664,822,28,850,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0041,Category 3 Model 041,Category 3,Warehouse B,SUP-013,60,30.2484,22.0303,38.4665,822,28,850,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0041,Category 3 Model 041,Category 3,Warehouse B,SUP-013,90,45.3509,33.086,57.6158,822,28,850,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0041,Category 3 Model 041,Category 3,Warehouse C,SUP-013,30,10.1087,7.3196,12.8977,56,0,56,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0041,Category 3 Model 041,Category 3,Warehouse C,SUP-013,60,20.2552,14.7521,25.7582,56,0,56,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0041,Category 3 Model 041,Category 3,Warehouse C,SUP-013,90,30.3325,22.1292,38.5357,56,0,56,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0042,Category 1 Model 042,Category 1,Warehouse A,SUP-020,30,35.0982,25.4144,44.7819,171,0,171,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0042,Category 1 Model 042,Category 1,Warehouse A,SUP-020,60,70.2113,51.1358,89.2867,171,0,171,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0042,Category 1 Model 042,Category 1,Warehouse A,SUP-020,90,105.3172,76.8348,133.7996,171,0,171,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0042,Category 1 Model 042,Category 1,Warehouse B,SUP-020,30,16.3241,11.8202,20.828,349,0,349,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0042,Category 1 Model 042,Category 1,Warehouse B,SUP-020,60,32.6642,23.7898,41.5386,349,0,349,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0042,Category 1 Model 042,Category 1,Warehouse B,SUP-020,90,48.9754,35.7303,62.2206,349,0,349,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0042,Category 1 Model 042,Category 1,Warehouse C,SUP-020,30,9.4475,6.8409,12.0541,192,0,192,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0042,Category 1 Model 042,Category 1,Warehouse C,SUP-020,60,18.88,13.7505,24.0094,192,0,192,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0042,Category 1 Model 042,Category 1,Warehouse C,SUP-020,90,28.3109,20.6544,35.9674,192,0,192,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0043,Category 2 Model 043,Category 2,Warehouse A,SUP-002,30,27.1148,19.6337,34.5959,462,0,462,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0043,Category 2 Model 043,Category 2,Warehouse A,SUP-002,60,54.2089,39.4811,68.9367,462,0,462,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0043,Category 2 Model 043,Category 2,Warehouse A,SUP-002,90,81.251,59.2772,103.2249,462,0,462,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0043,Category 2 Model 043,Category 2,Warehouse B,SUP-002,30,7.6966,5.5731,9.8201,825,45,870,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0043,Category 2 Model 043,Category 2,Warehouse B,SUP-002,60,15.4483,11.2512,19.6454,825,45,870,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0043,Category 2 Model 043,Category 2,Warehouse B,SUP-002,90,23.1712,16.9047,29.4377,825,45,870,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0043,Category 2 Model 043,Category 2,Warehouse C,SUP-002,30,6.3737,4.6152,8.1323,59,0,59,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0043,Category 2 Model 043,Category 2,Warehouse C,SUP-002,60,12.7278,9.2698,16.1858,59,0,59,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0043,Category 2 Model 043,Category 2,Warehouse C,SUP-002,90,19.0877,13.9255,24.2498,59,0,59,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0044,Category 4 Model 044,Category 4,Warehouse A,SUP-009,30,12.45,9.015,15.885,397,0,397,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0044,Category 4 Model 044,Category 4,Warehouse A,SUP-009,60,24.8792,18.1199,31.6386,397,0,397,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0044,Category 4 Model 044,Category 4,Warehouse A,SUP-009,90,37.3546,27.2523,47.4569,397,0,397,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0044,Category 4 Model 044,Category 4,Warehouse B,SUP-009,30,5.9182,4.2854,7.5511,248,0,248,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0044,Category 4 Model 044,Category 4,Warehouse B,SUP-009,60,11.8164,8.606,15.0268,248,0,248,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0044,Category 4 Model 044,Category 4,Warehouse B,SUP-009,90,17.6973,12.9111,22.4834,248,0,248,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0044,Category 4 Model 044,Category 4,Warehouse C,SUP-009,30,4.6558,3.3713,5.9404,20,0,20,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0044,Category 4 Model 044,Category 4,Warehouse C,SUP-009,60,9.3341,6.7981,11.87,20,0,20,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0044,Category 4 Model 044,Category 4,Warehouse C,SUP-009,90,14.0008,10.2143,17.7872,20,0,20,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0045,Category 1 Model 045,Category 1,Warehouse A,SUP-016,30,30.7634,22.2756,39.2511,333,0,333,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0045,Category 1 Model 045,Category 1,Warehouse A,SUP-016,60,61.6206,44.8791,78.3621,333,0,333,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0045,Category 1 Model 045,Category 1,Warehouse A,SUP-016,90,92.3741,67.3921,117.3561,333,0,333,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0045,Category 1 Model 045,Category 1,Warehouse B,SUP-016,30,17.1969,12.4522,21.9417,33,228,261,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0045,Category 1 Model 045,Category 1,Warehouse B,SUP-016,60,34.3937,25.0494,43.7379,33,228,261,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0045,Category 1 Model 045,Category 1,Warehouse B,SUP-016,90,51.6019,37.6465,65.5573,33,228,261,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0045,Category 1 Model 045,Category 1,Warehouse C,SUP-016,30,8.8711,6.4235,11.3187,1227,62,1289,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0045,Category 1 Model 045,Category 1,Warehouse C,SUP-016,60,17.7625,12.9366,22.5883,1227,62,1289,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0045,Category 1 Model 045,Category 1,Warehouse C,SUP-016,90,26.6308,19.4286,33.8329,1227,62,1289,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0046,Category 2 Model 046,Category 2,Warehouse A,SUP-023,30,17.0851,12.3713,21.799,689,0,689,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0046,Category 2 Model 046,Category 2,Warehouse A,SUP-023,60,34.1531,24.8742,43.4321,689,0,689,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0046,Category 2 Model 046,Category 2,Warehouse A,SUP-023,90,51.2327,37.3771,65.0883,689,0,689,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0046,Category 2 Model 046,Category 2,Warehouse B,SUP-023,30,6.8153,4.9349,8.6957,764,69,833,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0046,Category 2 Model 046,Category 2,Warehouse B,SUP-023,60,13.6583,9.9475,17.369,764,69,833,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0046,Category 2 Model 046,Category 2,Warehouse B,SUP-023,90,20.5301,14.9779,26.0824,764,69,833,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0046,Category 2 Model 046,Category 2,Warehouse C,SUP-023,30,6.6477,4.8135,8.4818,176,0,176,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0046,Category 2 Model 046,Category 2,Warehouse C,SUP-023,60,13.3175,9.6993,16.9356,176,0,176,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0046,Category 2 Model 046,Category 2,Warehouse C,SUP-023,90,19.9988,14.5903,25.4074,176,0,176,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0047,Category 4 Model 047,Category 4,Warehouse A,SUP-005,30,15.3542,11.1179,19.5904,82,0,82,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0047,Category 4 Model 047,Category 4,Warehouse A,SUP-005,60,30.6382,22.3142,38.9621,82,0,82,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0047,Category 4 Model 047,Category 4,Warehouse A,SUP-005,90,45.8933,33.4817,58.3049,82,0,82,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0047,Category 4 Model 047,Category 4,Warehouse B,SUP-005,30,10.9208,7.9077,13.9339,19,0,19,34.75,,0,0,High,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0047,Category 4 Model 047,Category 4,Warehouse B,SUP-005,60,21.8204,15.8921,27.7487,19,0,19,34.75,,0,0,High,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0047,Category 4 Model 047,Category 4,Warehouse B,SUP-005,90,32.7142,23.8668,41.5615,19,0,19,34.75,,0,0,High,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0047,Category 4 Model 047,Category 4,Warehouse C,SUP-005,30,2.8771,2.0833,3.6709,56,0,56,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0047,Category 4 Model 047,Category 4,Warehouse C,SUP-005,60,5.7646,4.1984,7.3308,56,0,56,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0047,Category 4 Model 047,Category 4,Warehouse C,SUP-005,90,8.629,6.2953,10.9627,56,0,56,34.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0048,Category 2 Model 048,Category 2,Warehouse A,SUP-012,30,1.9572,1.4172,2.4972,301,0,301,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0048,Category 2 Model 048,Category 2,Warehouse A,SUP-012,60,3.9075,2.8459,4.9692,301,0,301,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0048,Category 2 Model 048,Category 2,Warehouse A,SUP-012,90,5.8579,4.2736,7.4421,301,0,301,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0048,Category 2 Model 048,Category 2,Warehouse B,SUP-012,30,0.4278,0.3098,0.5459,83,0,83,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0048,Category 2 Model 048,Category 2,Warehouse B,SUP-012,60,0.8434,0.6143,1.0726,83,0,83,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0048,Category 2 Model 048,Category 2,Warehouse B,SUP-012,90,1.2532,0.9143,1.5922,83,0,83,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0048,Category 2 Model 048,Category 2,Warehouse C,SUP-012,30,1.0345,0.749,1.3199,63,0,63,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0048,Category 2 Model 048,Category 2,Warehouse C,SUP-012,60,2.0684,1.5065,2.6304,63,0,63,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0048,Category 2 Model 048,Category 2,Warehouse C,SUP-012,90,3.1024,2.2634,3.9415,63,0,63,64,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0049,Category 3 Model 049,Category 3,Warehouse A,SUP-019,30,31.5742,22.8628,40.2857,541,64,605,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0049,Category 3 Model 049,Category 3,Warehouse A,SUP-019,60,63.0616,45.9286,80.1946,541,64,605,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0049,Category 3 Model 049,Category 3,Warehouse A,SUP-019,90,94.5452,68.976,120.1144,541,64,605,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0049,Category 3 Model 049,Category 3,Warehouse B,SUP-019,30,17.0488,12.345,21.7527,575,56,631,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0049,Category 3 Model 049,Category 3,Warehouse B,SUP-019,60,34.148,24.8705,43.4256,575,56,631,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0049,Category 3 Model 049,Category 3,Warehouse B,SUP-019,90,51.2184,37.3667,65.0701,575,56,631,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0049,Category 3 Model 049,Category 3,Warehouse C,SUP-019,30,5.7259,4.1461,7.3057,46,0,46,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0049,Category 3 Model 049,Category 3,Warehouse C,SUP-019,60,11.455,8.3428,14.5672,46,0,46,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0049,Category 3 Model 049,Category 3,Warehouse C,SUP-019,90,17.1899,12.541,21.8388,46,0,46,105,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0050,Category 4 Model 050,Category 4,Warehouse A,SUP-001,30,9.7709,7.0751,12.4668,184,13,197,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0050,Category 4 Model 050,Category 4,Warehouse A,SUP-001,60,19.5346,14.2273,24.8419,184,13,197,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0050,Category 4 Model 050,Category 4,Warehouse A,SUP-001,90,29.2639,21.3496,37.1781,184,13,197,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0050,Category 4 Model 050,Category 4,Warehouse B,SUP-001,30,3.4142,2.4722,4.3563,28,0,28,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0050,Category 4 Model 050,Category 4,Warehouse B,SUP-001,60,6.8156,4.9639,8.6673,28,0,28,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0050,Category 4 Model 050,Category 4,Warehouse B,SUP-001,90,10.2457,7.4748,13.0166,28,0,28,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
